age,celltype,gene,score,log2fc_ko_vs_ctrl,p_value,p_adj_bh,ko_pct_detected_rank_genes_groups,ctrl_n_cells,ctrl_avg_lognorm_expr,ctrl_pct_detected,ko_n_cells,ko_avg_lognorm_expr,ko_pct_detected,direction
P35,Cones,Gm12296,-1.2777767,-0.37104496,0.20132817423735816,0.5661178924244631,0.3024390243902439,233,0.29221356,36.90987124463515,205,0.23303296,30.243902439024406,not_significant
P35,Cones,Sfpq,-1.2782921,-0.17483415,0.20114647878737069,0.5661178924244631,0.8585365853658536,233,1.3265988,88.41201716738163,205,1.2390316,85.85365853658543,not_significant
P35,Cones,Gabrb3,-1.2793063,-0.10040802,0.20078921203222488,0.5654892289079995,0.9560975609756097,233,2.4043982,94.42060085836873,205,2.3412886,95.60975609756105,not_significant
P35,Cones,Tmem135,-1.2798911,-0.22629142,0.20058340640073147,0.5652528132380272,0.7073170731707317,233,0.74707836,76.39484978540746,205,0.6676066,70.73170731707322,not_significant
P35,Cones,Tmem115,-1.2803612,-0.5865673,0.20041814655698642,0.5651304393948824,0.09268292682926829,233,0.06728031,13.304721030042927,205,0.04530339,9.26829268292683,not_significant
P35,Cones,Grpel2,-1.2811828,-0.4111243,0.2001294637494836,0.564831467965914,0.24878048780487805,233,0.19382223,30.042918454935613,205,0.14914909,24.87804878048782,not_significant
P35,Cones,Kdm4a,-1.282188,-0.3344076,0.19977670255389635,0.5645126253934357,0.36097560975609755,233,0.29672462,42.489270386266014,205,0.24214241,36.097560975609774,not_significant
P35,Cones,Nat8f1,-1.2826229,-0.10825118,0.1996241979244192,0.5643131422116286,0.13658536585365855,233,0.089064516,19.313304721030057,205,0.08288554,13.658536585365857,not_significant
P35,Cones,Ctso,-1.2831225,-0.42261213,0.1994491679775796,0.5642848219969522,0.18048780487804877,233,0.14379355,22.746781115879845,205,0.109192386,18.048780487804887,not_significant
P35,Cones,Arl15,-1.2832757,-0.24889097,0.19939549749006114,0.5642848219969522,0.5414634146341464,233,0.54248327,58.36909871244619,205,0.4738346,54.14634146341467,not_significant
P35,Cones,Ccdc6,-1.2837816,-0.45968813,0.1992183719110684,0.5642848219969522,0.2048780487804878,233,0.15500812,26.180257510729625,205,0.11503994,20.48780487804879,not_significant
P35,Cones,Plch2,-1.2840537,-0.21496417,0.19912318933344364,0.5642229161412208,0.7560975609756098,233,0.8464577,81.97424892703833,205,0.76410323,75.60975609756103,not_significant
P35,Cones,Lats1,-1.2845794,-0.2780458,0.19893930866432652,0.5638741113592903,0.48292682926829267,233,0.41413668,53.21888412017154,205,0.35285702,48.2926829268293,not_significant
P35,Cones,Kif1a,-1.286771,-0.21935809,0.19817411161335308,0.5622205606841212,0.5902439024390244,233,0.53429604,63.09012875536462,205,0.4741382,59.02439024390248,not_significant
P35,Cones,Ptpn13,-1.2869985,-0.29447493,0.1980948262585558,0.5621675445703953,0.4682926829268293,233,0.45978683,54.07725321888398,205,0.38930896,46.829268292682954,not_significant
P35,Cones,Prr11,-1.2881099,-0.3752472,0.19770770764233325,0.5615843244941597,0.1073170731707317,233,0.08551914,15.02145922746782,205,0.066568665,10.731707317073173,not_significant
P35,Cones,Slc30a4,-1.2894086,-0.104192205,0.19725608113106563,0.5611605840701919,0.25365853658536586,233,0.18620239,33.04721030042916,205,0.1742945,25.365853658536597,not_significant
P35,Cones,Xk,-1.2901512,-0.40427783,0.1969981451026992,0.5607774408048077,0.07804878048780488,233,0.06175238,11.587982832618032,205,0.047009353,7.804878048780488,not_significant
P35,Cones,Kcnh6,-1.2917222,-0.27292866,0.19645336030493055,0.5602514059479989,0.3853658536585366,233,0.29987186,45.06437768240334,205,0.2541872,38.53658536585368,not_significant
P35,Cones,Hlcs,-1.292123,-0.33418512,0.19631457501530625,0.5602514059479989,0.5024390243902439,233,0.4650678,54.506437768240204,205,0.3850516,50.243902439024424,not_significant
P35,Cones,Arid1a,-1.2921599,-0.23135023,0.1963017565516897,0.5602514059479989,0.6,233,0.5369769,65.23605150214571,205,0.47344086,60.00000000000004,not_significant
P35,Cones,Fam76b,-1.2930688,-0.3023004,0.19598727835605245,0.5602514059479989,0.4146341463414634,233,0.3538951,47.639484978540665,205,0.2959014,41.46341463414637,not_significant
P35,Cones,Sbk1,-1.2938251,-0.5025593,0.19572583130329646,0.5602514059479989,0.2146341463414634,233,0.17262255,26.180257510729625,205,0.12486466,21.463414634146353,not_significant
P35,Cones,Shd,-1.2948133,-0.25390756,0.19538466876556548,0.5597849203638515,0.14634146341463414,233,0.11057901,20.1716738197425,205,0.09354092,14.634146341463419,not_significant
P35,Cones,Snta1,-1.2959995,-0.72309214,0.19497565306585385,0.5593039992244669,0.15121951219512195,233,0.13553183,19.313304721030057,205,0.08427578,15.1219512195122,not_significant
P35,Cones,Zfp975,-1.2965926,-0.7631023,0.19477139206921823,0.5588908766551617,0.13170731707317074,233,0.12350377,17.167381974248936,205,0.074603185,13.170731707317076,not_significant
P35,Cones,Sspn,-1.2974775,-0.58454835,0.19446694115292085,0.558518941870924,0.07804878048780488,233,0.102529585,11.587982832618032,205,0.06952673,7.804878048780488,not_significant
P35,Cones,Mfap3l,-1.2977173,-0.26643264,0.19438447763559896,0.5584716008130851,0.21951219512195122,233,0.17941077,27.89699570815451,205,0.15132506,21.951219512195134,not_significant
